source,race_id,detail_url,crawled_at,last_checked,name,date_raw,event_date,time_raw,start_time,region,sido,venue,road_address,events_raw,distances,event_types,has_full,has_half,has_10k,has_5k,category,organizer,reg_start,reg_end,reg_status,official_url,description,image_url,contact_email,contact_phone,latitude,longitude
마라톤GO,2026-anyangcheon-moonlight-nightrun,https://marathongo.co.kr/raceDetail/domestic/2026-anyangcheon-moonlight-nightrun,2026-06-14T20:40:45,2026-06-14,2026 안양천 달빛 나이트런,2026-08-15 18:30 집결,2026-08-15,2026-08-15 18:30 집결,18:30,서울,서울특별시,신정교 하부 영롱이 억새구장,,"10km,5km","[10.0, 5.0]","[""10km"", ""5km""]",False,False,True,True,야간,(사)대한이에스지협회,2026-06-05,2026-08-06,접수중,http://moonnightrun.kr/,"밤하늘 아래 빛나는 안양천에서, 달빛과 함께
달리며 특별한 여름밤의 추억을 만드는
야간 러닝 축제입니다.",https://marathongo.co.kr/assets/image/race/domestic/2026-anyangcheon-moonlight-nightrun.webp,,,37.5193895804974,126.880754626337
마라톤GO,2026-jangsu-night-trail,https://marathongo.co.kr/raceDetail/domestic/2026-jangsu-night-trail,2026-06-14T20:40:48,2026-06-14,2026 장수 나이트 트레일,2026-08-15 19:00 집결,2026-08-15,2026-08-15 19:00 집결,19:00,전북,전북특별자치도,장수종합경기장,,38K-P,[38.0],"[""38km""]",False,False,False,False,트레일,(주)락앤런,2026-05-15,2026-07-31,접수중,http://rocknrun.kr,"장수 나이트 트레일
행사일: 2026. 8. 15.(토) - 8. 16.(일) / 무박
코스: 38K-P / 14K
제한시간: 10시간 / 6시간",https://marathongo.co.kr/assets/image/race/domestic/2026-jangsu-night-trail.webp,,,35.640411392139974,127.52085183562048
마라톤GO,2026-daegu-world-masters-10km,https://marathongo.co.kr/raceDetail/domestic/2026-daegu-world-masters-10km,2026-06-14T20:40:55,2026-06-14,2026대구세계마스터즈 10km대회,2026-08-23 ７：００ 집결,2026-08-23,2026-08-23 ７：００ 집결,,대구,대구광역시,대구스타디움 일원,,"10km, 35세이상일반인,3000명",[10.0],"[""10km""]",False,False,True,False,로드,"대구광역시,세계마스터즈육상연맹",2025-12-23,2026-06-23,접수중,http://www.wmac2026.com,"전세계 생활체육 육상인의 축제👉2026 대구세계마스터즈육상경기대회👈 

🏃‍♂️ 35세 이상 누구나 참가 가능 🏃‍♀️

📅 대회기간
2026. 8. 22.(토) ~ 9. 3.(목) / 13일간

📍 장소
대구스타디움, 수성패밀리파크, 신천동로, 경산시민운동장 등

🏟 규모
34개 종목 · 90개국 · 11,000여 명 참가

🌟 국가대표 태극마크 부착 경기복 입고~
🌟 세계 각국 러너들과 함께 달릴 수 있는 국제대회!
🌟 기록과 추억을 동시에 남길 수 있는 특별한 레이스에 도전해보세요.

📎 종목별 전체 일정 및 세부 내용은 홈페이지 참고

대회 홈페이지(링크 안열리면 검색) :wmac2026",https://marathongo.co.kr/assets/image/race/domestic/2026-daegu-world-masters-10km.webp,,,35.82986212863823,128.6901959874243
마라톤GO,2026-geumsusan-trail-running,https://marathongo.co.kr/raceDetail/domestic/2026-geumsusan-trail-running,2026-06-14T20:40:58,2026-06-14,2026 금수산트레일러닝대회,2026-08-23 08:00 집결,2026-08-23,2026-08-23 08:00 집결,08:00,충북,충청북도,청풍리조트,,22km,[22.0],"[""22km""]",False,False,False,False,트레일,제천시산악연맹,2026-04-07,2026-05-31,마감,http://www.runnerking.com,"8월의 금수산, 잊지 못할 레이스⛰️🏃🏻‍♂️🏃‍♀️🏃🏻
초록빛으로 물든 금수산의 정기를 마시며 달리는 기분!

청풍호를 등지며 펼쳐지는 풍경과 함께 달린 후의 성취감은
무엇과도 바꿀수 없죠✨

나의 한계를 시험할 올 여름 최고의 선택!
금수산에서 만나요⭐️",https://marathongo.co.kr/assets/image/race/domestic/2026-geumsusan-trail-running.webp,,,37.0166851677535,128.17734734097
마라톤GO,2026-daegu-world-masters-10km-marathon,https://marathongo.co.kr/raceDetail/domestic/2026-daegu-world-masters-10km-marathon,2026-06-14T20:41:01,2026-06-14,2026 대구세계마스터즈 10km마라톤,2026-08-23 ７：００ 집결,2026-08-23,2026-08-23 ７：００ 집결,,대구,대구광역시,대구스타디움 일원,,10km,[10.0],"[""10km""]",False,False,True,False,로드,"대구광역시, 세계마스터즈육상연",2025-12-23,2026-06-23,접수중,http://www.wmac2026.com,"전세계 생활체육 육상인의 축제👉2026 대구세계마스터즈육상경기대회👈 

🏃‍♂️ 35세 이상 누구나 참가 가능 🏃‍♀️

📅 대회기간
2026. 8. 22.(토) ~ 9. 3.(목) / 13일간

📍 장소
대구스타디움, 수성패밀리파크, 신천동로, 경산시민운동장 등

🏟 규모
34개 종목 · 90개국 · 11,000여 명 참가

🌟 국가대표 태극마크 부착 경기복 입고~
🌟 세계 각국 러너들과 함께 달릴 수 있는 국제대회!
🌟 기록과 추억을 동시에 남길 수 있는 특별한 레이스에 도전해보세요.

📎 종목별 전체 일정 및 세부 내용은 홈페이지 참고

대회 홈페이지(링크 안열리면 검색) :wmac2026

★ 3월31일까지 참가 등록을 완료한 국내선수 선착순 500명 ★
3만원 상당의 후원물품(큐디아 손목 또는 발목 보호대) 제공!!!!!",https://marathongo.co.kr/assets/image/race/domestic/2026-daegu-world-masters-10km-marathon.webp,,,35.82986212863823,128.6901959874243
마라톤GO,2026-danyang-moonlight-race,https://marathongo.co.kr/raceDetail/domestic/2026-danyang-moonlight-race,2026-06-14T20:41:03,2026-06-14,2026 단양달빛레이스,2026-08-29 19:00 집결,2026-08-29,2026-08-29 19:00 집결,19:00,충북,충청북도,단양생태체육공원,,"10km,5km","[10.0, 5.0]","[""10km"", ""5km""]",False,False,True,True,로드,단양군육상연맹,2026-06-10,2026-07-17,접수중,http://danyangmarathon.kr,"2026 단양달빛레이스
선찬순 5,000명 모집합니다.
많은 참여 부탁 드립니다.",https://marathongo.co.kr/assets/image/race/domestic/2026-danyang-moonlight-race.webp,,,36.9917631655719,128.362564381062
마라톤GO,2026-jeonmahyeop-jeungpyeong-free-marathon,https://marathongo.co.kr/raceDetail/domestic/2026-jeonmahyeop-jeungpyeong-free-marathon,2026-06-14T20:41:05,2026-06-14,2026 전마협 증평 무료 마라톤,2026-08-29 오전 7시 집결,2026-08-29,2026-08-29 오전 7시 집결,07:00,충북,충청북도,증평군 다목적운동장 일원,,10km,[10.0],"[""10km""]",False,False,True,False,로드,전국마라톤협회,2026-06-08,2026-07-29,접수중,http://mara1080.com/event/48116855-ac2a-4db5-b343-593a01c5b353,"참가비 무료 / 기록칩 사용
(빵, 음료, 생수 증정)

선착순 500명 접수 받습니다!
많은 관심과 참여 바랍니다.",https://marathongo.co.kr/assets/image/race/domestic/2026-jeonmahyeop-jeungpyeong-free-marathon.webp,,,36.7865348709528,127.575462934388
마라톤GO,3rd-hangang-seoul-half-marathon-2026-08-30,https://marathongo.co.kr/raceDetail/domestic/3rd-hangang-seoul-half-marathon-2026-08-30,2026-06-14T20:41:10,2026-06-14,제3회 한강 서울 하프 마라톤,2026-08-30 08:00 집결,2026-08-30,2026-08-30 08:00 집결,08:00,서울,서울특별시,여의도 한강공원 물빛광장,,"하프,10km,5km","[21.0975, 10.0, 5.0]","[""하프"", ""10km"", ""5km""]",False,True,True,True,로드,(사)국민성공시대,2026-05-13,2026-08-23,접수중,http://seoulhalfrun.kr/,"여러분 한 걸음 한 걸음이 
자신과의 약속을 지키는 의지가 되고,
서로에게 희망을 전하는 따뜻한 행보가 되길 바랍니다.",https://marathongo.co.kr/assets/image/race/domestic/3rd-hangang-seoul-half-marathon-2026-08-30.webp,,,37.5306836561511,126.92883750358
마라톤GO,2026-daegu-world-masters-half-marathon,https://marathongo.co.kr/raceDetail/domestic/2026-daegu-world-masters-half-marathon,2026-06-14T20:41:13,2026-06-14,2026 대구세계마스터즈 하프마라톤대회,2026-08-30 07:00 집결,2026-08-30,2026-08-30 07:00 집결,07:00,대구,대구광역시,신천동로 일원,,하프,[21.0975],"[""하프""]",False,True,False,False,로드,"대구광역시, 세계마스터즈육상연맹(WMA)",2025-12-23,2026-06-23,접수중,http://www.wmac2026.com,-,https://marathongo.co.kr/assets/image/race/domestic/2026-daegu-world-masters-half-marathon.webp,,,35.82805238251077,128.60834475942912
마라톤GO,2026-daegu-world-masters-athletics-championship-half-marathon,https://marathongo.co.kr/raceDetail/domestic/2026-daegu-world-masters-athletics-championship-half-marathon,2026-06-14T20:41:15,2026-06-14,2026 대구세계마스터즈육상경기대회,2026-08-30 07:00 집결,2026-08-30,2026-08-30 07:00 집결,07:00,대구,대구광역시,신천동로 일원,,"하프,10km,트랙,필드 등 34개 종목(35세 이상)","[21.0975, 10.0]","[""하프"", ""10km""]",False,True,True,False,로드,"대구광역시, 세계마스터즈육상연맹(WMA)",2025-12-23,2026-06-23,접수중,http://wmac2026.com/kr/,"🏃‍♂️🌍 전 세계 마스터즈 러너가 대구에 모인다! 🌍🏃‍♀️

전세계 생활체육 육상인의 축제👉2026 대구세계마스터즈육상경기대회👈

🏃‍♂️ 35세 이상 누구나 참가 가능 🏃‍♀️

📅 대회기간
2026. 8. 22.(토) ~ 9. 3.(목) / 13일간

📍 장소
대구스타디움, 수성패밀리파크, 신천동로, 경산시민운동장 등

🏟 규모
34개 종목 · 90개국 · 11,000여 명 참가

✔ 10km 마라톤
📆 2026. 8. 23.(일)
📍 대구스타디움 일원(스타트/피니시 : 육상진흥센터 앞)

✔ 하프마라톤
📆 2026. 8. 30.(일)
📍 신천동로 일원(들안길삼거리 ↔ 산격대교)

🌟 국가대표 태극마크 부착 경기복 입고~
🌟 세계 각국 러너들과 함께 달릴 수 있는 국제대회!
🌟 기록과 추억을 동시에 남길 수 있는 특별한 레이스에 도전해보세요.

📎 종목별 전체 일정 및 세부 내용은 홈페이지 참고",https://marathongo.co.kr/assets/image/race/domestic/2026-daegu-world-masters-athletics-championship-half-marathon.webp,,,35.82805238251077,128.60834475942912
마라톤GO,2nd-2026-vrun-marathon,https://marathongo.co.kr/raceDetail/domestic/2nd-2026-vrun-marathon,2026-06-14T20:41:18,2026-06-14,제2회 2026 Vrun,2026-09-05 09:00 집결,2026-09-05,2026-09-05 09:00 집결,09:00,서울,서울특별시,신정교하부육상트랙구장,,"10km,5km","[10.0, 5.0]","[""10km"", ""5km""]",False,False,True,True,로드,(사)대한생활체육마라톤협회,2026-05-26,2026-08-12,접수중,http://vrun.kr/index.asp,"2026년 제2회 Vrun 마라톤대회가 개최됩니다.
모두가 승자가 되는 러닝 축제, Vrun!
오는 9월, 즐겁고 뜨거운 현장에서 함께하시길 바랍니다.

많은 관심과 참여 부탁드립니다.

감사합니다.",https://marathongo.co.kr/assets/image/race/domestic/2nd-2026-vrun-marathon.webp,,,37.51744516360152,126.88070229366443
마라톤GO,23rd-cheorwon-dmz-international-peace-marathon-2026,https://marathongo.co.kr/raceDetail/domestic/23rd-cheorwon-dmz-international-peace-marathon-2026,2026-06-14T20:41:26,2026-06-14,제23회 철원DMZ국제평화마라톤,2026-09-05 오전 9시 집결,2026-09-05,2026-09-05 오전 9시 집결,09:00,강원,강원특별자치도,철원 고석정,,"풀,하프,10km,걷기","[42.195, 21.0975, 10.0]","[""풀"", ""하프"", ""10km""]",True,True,True,False,걷기,"철원군, 한국일보",2026-02-02,2026-02-27,마감,http://dmzrun.kr,"DMZ를 달리다!! 철원DMZ 국제평화마라톤대회에 여러분을 초대합니다

국내 최대의 DMZ코스!!
역사와 미래의 고장, 통일을 준비하는 철원
철원 고석정 코스모스 십리길을 소중한 사람과 함께 떠나는 소확행

참가선수들 간의 우정을 나누고 친선을 다지는 그 어느대회 보다도
아름다운 추억을 많이 간직하는 풍성한 대회가 되기를 바랍니다.

철원군체육회장 임대수",https://marathongo.co.kr/assets/image/race/domestic/23rd-cheorwon-dmz-international-peace-marathon-2026.webp,,,38.185262491597896,127.28795429038924
마라톤GO,9th-incheon-seogu-mayor-short-marathon-2026,https://marathongo.co.kr/raceDetail/domestic/9th-incheon-seogu-mayor-short-marathon-2026,2026-06-14T20:41:29,2026-06-14,제9회 인천 서구청장배 단축마라톤,2026-09-06 08시30분 집결,2026-09-06,2026-09-06 08시30분 집결,08:30,인천,인천광역시,청라호수공원 멀티프라자 트랙,,"10km,4.3km","[10.0, 4.3]","[""10km"", ""4.3km""]",False,False,True,False,로드,인천광역시 체육회,2026-06-10,2026-08-10,접수중,http://www.sgicaaf.co.kr,"<2026년 제9회 서구청장배 단축마라톤대회 요강>

●일 시 : 2026 9. 6.(일) 07:20 집결 (08:30 출발) 개회식 07시30분
●장 소 : 청라호수공원 복합문화센터 앞 멀티프라자 트랙
●참가신청 : 2026. 8. 10.(금) 18시까지 (6월10일부터~
●참가종목 : 10km, 4.3km

-참가비 : 25,000원
          (기념품 : 기념티,  메달, 기록칩 제공)
-계좌 : 국민은행 / 658101-01-718700 / 인천시서구육상연맹
-접수방법 : 홈페이지 www.sgicaaf.co.kr
 >단체신청,홈페이지 엑셀자료다운받아 이메일 : mus1787@naver.com 신청

●시상계획 / 트로피,상금 지급
-.남자1위~5위 / 여자1위 ~ 5위(트로피 시상금)  
  1위 10만원 2위:7만원 3위:5만원 4위:3만원 5위:3만원
  (4.3km 종목은 시상금 없고 트로피(1위~3위 남녀 지급)
-.최다참가 단체상 1팀 상금 10만원
●기 타 : 참가자 전원 간식제공, 다량 경품추천

●대회코스 : 
   -.10km코스
   청라멀티프라자[출발(골인)] - 호수공원보행로 1회전 [4.7Km 누적] - 심곡천      
청라커넬로 로봇랜드방향[7.2km 누적 ]턴지점  - 청라멀티프라자 10km(누적) 골인

 -.4.3km 코스
 청라멀티프라자[출발(골인)] - 호수공원보행로 1회전 – 청라멀티프라자(골인)
●문 의 : 서구육상연맹 010-4222-1787

[주최] 인천광역시 서구체육회
[주관] 인천광역시 서구육상연맹
[후원] 인천광역시 서구",https://marathongo.co.kr/assets/image/race/domestic/9th-incheon-seogu-mayor-short-marathon-2026.webp,,,37.52518570116659,126.63504186269415
마라톤GO,2026-jeonmahyeop-cheongju-marathon,https://marathongo.co.kr/raceDetail/domestic/2026-jeonmahyeop-cheongju-marathon,2026-06-14T20:41:31,2026-06-14,2026 전마협회장배 청주마라톤,2026-09-06 오전 7시 30분 집결,2026-09-06,2026-09-06 오전 7시 30분 집결,07:30,충북,충청북도,청주 무심천 체육공원,,"10km,5km","[10.0, 5.0]","[""10km"", ""5km""]",False,False,True,True,로드,전국마라톤협회,2026-06-10,2026-08-06,접수중,http://mara1080.com/event/a9780087-8fc3-4849-a234-7659978f6792,"● 일시 : 2026년 9월 6일(일) 출발: 오전 7시 30분 (집결 6시 30분)
● 장소 : 청주 무심천체육공원
● 주최 : 전국마라톤협회
● 후원 : 청주시육상연맹
● 협력 : 월드런(world run), 전사모 페이싱팀
● 선착순 3,000명(5km : 1,000명, 10km : 2,000명)",https://marathongo.co.kr/assets/image/race/domestic/2026-jeonmahyeop-cheongju-marathon.webp,,,36.6392628982389,127.483279186986
마라톤GO,11th-kim-dae-jung-peace-marathon-2026,https://marathongo.co.kr/raceDetail/domestic/11th-kim-dae-jung-peace-marathon-2026,2026-06-14T20:41:34,2026-06-14,제11회 김대중 평화 마라톤 대회,2026-09-06 08:00 집결,2026-09-06,2026-09-06 08:00 집결,08:00,서울,서울특별시,뚝섬 한강공원 수변무대,,"하프,10km,5km","[21.0975, 10.0, 5.0]","[""하프"", ""10km"", ""5km""]",False,True,True,True,로드,김대중재단,2026-05-13,2026-08-30,접수중,http://kdjrun.kr/,"지역사회와 한반도의 미래에 따뜻한 희망을 전하는 평화의 축제가 되기를 바랍니다. 오늘 여러분이 내딛는 한 걸음 한 걸음이 서로를 위한 응원이 되고, 
내일을 여는 새로운 출발점이 되기를 기대합니다.",https://marathongo.co.kr/assets/image/race/domestic/11th-kim-dae-jung-peace-marathon-2026.webp,,,37.52843926825315,127.0696398631542
마라톤GO,2026-ytn-seoul-tour-marathon,https://marathongo.co.kr/raceDetail/domestic/2026-ytn-seoul-tour-marathon,2026-06-14T20:41:36,2026-06-14,2026 YTN 서울투어마라톤,2026-09-06 미정,2026-09-06,2026-09-06 미정,,서울,서울특별시,서울광장(예정),,"하프,10km","[21.0975, 10.0]","[""하프"", ""10km""]",False,True,True,False,로드,YTN,2026-06-01,2026-09-01,접수중,https://run.ytn.co.kr/,ytn 서울투어마라톤이 오픈 예정입니다,https://marathongo.co.kr/assets/image/race/domestic/2026-ytn-seoul-tour-marathon.webp,,,37.5656726042805,126.977968926957
마라톤GO,2026-sandrun-yeongdeok,https://marathongo.co.kr/raceDetail/domestic/2026-sandrun-yeongdeok,2026-06-14T20:41:39,2026-06-14,2026 샌드런 IN 영덕,2026-09-06 10:00 집결,2026-09-06,2026-09-06 10:00 집결,10:00,경북,경상북도,경북 영덕 대진해수욕장~고래불해수욕장 집결,,"4km,8km","[8.0, 4.0]","[""8km"", ""4km""]",False,False,False,False,로드,(주)메이드인피플,2026-03-16,2026-07-06,접수중,http://sandrun.co.kr,...,https://marathongo.co.kr/assets/image/race/domestic/2026-sandrun-yeongdeok.webp,,,36.412487769738505,129.3665852075744
마라톤GO,2026-bonghwa-songi-national-marathon,https://marathongo.co.kr/raceDetail/domestic/2026-bonghwa-songi-national-marathon,2026-06-14T20:41:42,2026-06-14,2026 봉화송이 전국마라톤,2026-09-06 10:00 집결,2026-09-06,2026-09-06 10:00 집결,10:00,경북,경상북도,봉화공설운동장,,"하프,10km,5km","[21.0975, 10.0, 5.0]","[""하프"", ""10km"", ""5km""]",False,True,True,True,로드,"봉화군체육회, 매일신문사",2026-02-03,2026-07-27,접수중,http://bonghwarun.kr,2026 봉화송이 전국마라톤대회 많은 참여 부탁 드립니다.,https://marathongo.co.kr/assets/image/race/domestic/2026-bonghwa-songi-national-marathon.webp,,,36.8951213944553,128.730372025261
마라톤GO,24th-cheonggwang-trailrunning-2026-09-06,https://marathongo.co.kr/raceDetail/domestic/24th-cheonggwang-trailrunning-2026-09-06,2026-06-14T20:41:45,2026-06-14,제24회 청광종주TRAILRUNNING,2026-09-06 08:00 집결,2026-09-06,2026-09-06 08:00 집결,08:00,서울,서울특별시,양재동 화물,,26km,[26.0],"[""26km""]",False,False,False,False,트레일,(사)한국산악마라톤연맹,2025-12-18,2026-08-30,접수중,http://koreatrail.net,"청광종주 명품 코스를 9월로 연기 했습니다.,",https://marathongo.co.kr/assets/image/race/domestic/24th-cheonggwang-trailrunning-2026-09-06.webp,,,37.4611772182031,127.038272339005
마라톤GO,hope-dream-23rd-dawn-riverside-international-marathon-2026-06-07-charity,https://marathongo.co.kr/raceDetail/domestic/hope-dream-23rd-dawn-riverside-international-marathon-2026-06-07-charity,2026-06-14T20:41:47,2026-06-14,희망드림 제23회 새벽강변 국제마라톤,2026-09-06 07:30 집결,2026-09-06,2026-09-06 07:30 집결,07:30,서울,서울특별시,여의도 물빛광장（예정）,,"하프,10km,5km","[21.0975, 10.0, 5.0]","[""하프"", ""10km"", ""5km""]",False,True,True,True,로드,(사)한국마라톤협회,2026-05-12,2026-06-30,접수중,http://amarunsb.com/,-,https://marathongo.co.kr/assets/image/race/domestic/hope-dream-23rd-dawn-riverside-international-marathon-2026-06-07-charity.webp,,,37.5250892160129,126.947545050571
마라톤GO,2nd-whiterun-donation-marathon-2026-09-12,https://marathongo.co.kr/raceDetail/domestic/2nd-whiterun-donation-marathon-2026-09-12,2026-06-14T20:41:50,2026-06-14,제2회 화이트런 생리대 기부마라톤,2026-09-12 09:00 집결,2026-09-12,2026-09-12 09:00 집결,09:00,서울,서울특별시,영등포구 신정교하부 육상트랙구,,"10km,5km,걷기","[10.0, 5.0]","[""10km"", ""5km""]",False,False,True,True,걷기,"청년일보, (주)소풍",2026-04-27,2026-08-14,접수중,http://whiterun.kr,"기부런, 생리대 기부마라톤대회",https://marathongo.co.kr/assets/image/race/domestic/2nd-whiterun-donation-marathon-2026-09-12.webp,,,37.51744516360152,126.88070229366443
마라톤GO,2nd-green-umbrella-runway-marathon-2026-09-12,https://marathongo.co.kr/raceDetail/domestic/2nd-green-umbrella-runway-marathon-2026-09-12,2026-06-14T20:41:52,2026-06-14,제2회 초록우산 런웨이 마라톤,2026-09-12 오전8시 집결,2026-09-12,2026-09-12 오전8시 집결,08:00,대전,대전광역시,대전엑스포시민광장,,"하프,10km,5km,3km 걷기,3km 걷기(어린이)","[21.0975, 10.0, 5.0, 3.0]","[""하프"", ""10km"", ""5km"", ""3km""]",False,True,True,True,걷기,초록우산 대전세종지역본부,2026-04-13,2026-08-01,접수중,http://mara1080.com/event/9443583f-6577-466c-ab2f-43d1dbd820d4,"＃ 행사명
제2회 초록우산 런웨이 마라톤 

＃ 행사일시
2026년 9월 12일 토요일

＃ 신청기간
2026년 4월 13일 월요일 ~ 선착순 마감

＃ 행사 장소
대전엑스포시민광장

＃ 코스
3km 걷기, 3km(어린이), 5km, 10km, Half

＃ 기념품
기능성 반팔 티셔츠



선착순 5000명 접수 및 입금순 마감됩니다.

조기 마감될 수 있으니 신청을 서둘러 주세요",https://marathongo.co.kr/assets/image/race/domestic/2nd-green-umbrella-runway-marathon-2026-09-12.webp,,,36.368065219673205,127.38808571649619
마라톤GO,2026-yangyang-riverside-national-marathon,https://marathongo.co.kr/raceDetail/domestic/2026-yangyang-riverside-national-marathon,2026-06-14T20:41:55,2026-06-14,2026 양양 강변 전국 마라톤,2026-09-12 오전 10시 집결,2026-09-12,2026-09-12 오전 10시 집결,10:00,강원,강원특별자치도,강원도 양양군 웰컴센터,,"하프,10km,5km","[21.0975, 10.0, 5.0]","[""하프"", ""10km"", ""5km""]",False,True,True,True,로드,"G1방송, 양양군",2026-02-27,2026-03-20,마감,http://yrun.co.kr,"2월 27일 ~ 3월 20일까지 얼리버드 진행 접수 진행하니 많은 참여바랍니다

Half-얼리버드45,000  10km-얼리버드40,000  5km-얼리버드35,000 

3월 21일부터

Half50,000  10km45,000  5km40,000",https://marathongo.co.kr/assets/image/race/domestic/2026-yangyang-riverside-national-marathon.webp,,,38.0744915989277,128.624550118653
마라톤GO,bbangtrailrun-2026-09-12,https://marathongo.co.kr/raceDetail/domestic/bbangtrailrun-2026-09-12,2026-06-14T20:41:57,2026-06-14,빵트레일런 2026,2026-09-12 08:00 집결,2026-09-12,2026-09-12 08:00 집결,08:00,강원,강원특별자치도,정선 하이원 리조트,,"10km,30K,20K","[30.0, 20.0, 10.0]","[""30km"", ""20km"", ""10km""]",False,False,True,False,트레일,1986프로덕션,2026-03-31,2026-09-12,접수중,http://bbangtrailrun.co.kr,빵 따라 산 달리는 <빵트레일런2026>,https://marathongo.co.kr/assets/image/race/domestic/bbangtrailrun-2026-09-12.webp,,,37.20814465709975,128.82597024482814
마라톤GO,26th-ganghwa-beach-marathon-2026-09-13,https://marathongo.co.kr/raceDetail/domestic/26th-ganghwa-beach-marathon-2026-09-13,2026-06-14T20:42:00,2026-06-14,제26회 강화해변마라톤대회,2026-09-13 08:30 집결,2026-09-13,2026-09-13 08:30 집결,08:30,인천,인천광역시,강화함상공원,,"하프,10km,5km","[21.0975, 10.0, 5.0]","[""하프"", ""10km"", ""5km""]",False,True,True,True,로드,"인천일보,(사)인천마라톤조직위",2026-06-08,2026-07-31,접수중,http://www.ganghwamarathon.co.kr/,"제26회 강화해변마라톤대회
6월 8일(월) 접수예정!",https://marathongo.co.kr/assets/image/race/domestic/26th-ganghwa-beach-marathon-2026-09-13.webp,,,37.7001038111673,126.384030062471
마라톤GO,16th-smile-run-festival-2026-09-13,https://marathongo.co.kr/raceDetail/domestic/16th-smile-run-festival-2026-09-13,2026-06-14T20:42:02,2026-06-14,제 16회 스마일 런 페스티벌(예정),2026-09-13 08:30 집결,2026-09-13,2026-09-13 08:30 집결,08:30,서울,서울특별시,상암동 평화의공원 평화광장,,"하프,10km,5km,걷기","[21.0975, 10.0, 5.0]","[""하프"", ""10km"", ""5km""]",False,True,True,True,걷기,(사)대한치과의사협회,2026-07-01,2026-08-01,접수전,http://www.smilerun.co.kr,제 16회 스마일 런 페스티벌,https://marathongo.co.kr/assets/image/race/domestic/16th-smile-run-festival-2026-09-13.webp,,,37.5650560057921,126.896211243867
마라톤GO,14th-seoraksan-dinosaur-ridge-climbathon-2026,https://marathongo.co.kr/raceDetail/domestic/14th-seoraksan-dinosaur-ridge-climbathon-2026,2026-06-14T20:42:04,2026-06-14,제14회 설악산공룡능선 UTMB CLIMBATHON,2026-09-13 03:00 집결,2026-09-13,2026-09-13 03:00 집결,03:00,강원,강원특별자치도,설익산한계령휴계소,,27km,[27.0],"[""27km""]",False,False,False,False,로드,(사)한국산악마라톤연맹,2025-11-13,2026-08-25,접수중,http://www.koreatrail.net/home/main.php,가장 힘든 설악산에서 여러분과 함께 합니다.,https://marathongo.co.kr/assets/image/race/domestic/14th-seoraksan-dinosaur-ridge-climbathon-2026.webp,,,38.09736205663008,128.40651894050362
마라톤GO,2026-uljin-geumgangsong-healing-marathon,https://marathongo.co.kr/raceDetail/domestic/2026-uljin-geumgangsong-healing-marathon,2026-06-14T20:42:07,2026-06-14,2026 울진 금강송배 힐링마라톤,2026-09-13 09:00 집결,2026-09-13,2026-09-13 09:00 집결,09:00,경북,경상북도,울진종합운동장,,"하프,10km,5km,7인1조 단체전","[21.0975, 10.0, 5.0]","[""하프"", ""10km"", ""5km""]",False,True,True,True,로드,울진군,2026-01-01,2026-05-31,마감,http://www.ujrun.kr,"청정바다가 있고
금강송숲길이 있고
욍피천에 은어가 살고 케이블카도있고
관광지도 할인해 주고
코스는 평탄하고 
모든게 힐링이 되는 곳 울진 정말 좋아요",https://marathongo.co.kr/assets/image/race/domestic/2026-uljin-geumgangsong-healing-marathon.webp,,,36.9584305195255,129.374772289067
마라톤GO,18th-cyber-territory-marathon-2026,https://marathongo.co.kr/raceDetail/domestic/18th-cyber-territory-marathon-2026,2026-06-14T20:42:10,2026-06-14,제18회 사이버 영토 수호 마라톤,2026-09-19 오전 8시 출발 집결,2026-09-19,2026-09-19 오전 8시 출발 집결,08:00,서울,서울특별시,여의도 물빛무대 앞 광,,"하프,10km,5km,걷기3km","[21.0975, 10.0, 5.0, 3.0]","[""하프"", ""10km"", ""5km"", ""3km""]",False,True,True,True,걷기,(사)21세기경제사회연구원,2026-06-17,2026-08-03,접수전,http://www.cyber-run.com,"2026 제18회 사이버 영토 수호 마라톤대회

일시 : 2026년 9월 19일 토요일 오전 8시 출발
장소 : 여의도 한강공원 물빛무대",https://marathongo.co.kr/assets/image/race/domestic/18th-cyber-territory-marathon-2026.webp,,,37.53559981385399,126.89949476815711
마라톤GO,2026-geumsan-ginseng-festival-marathon,https://marathongo.co.kr/raceDetail/domestic/2026-geumsan-ginseng-festival-marathon,2026-06-14T20:42:13,2026-06-14,2026 금산인삼축제 마라톤,2026-09-19 오전 8시 30 집결,2026-09-19,2026-09-19 오전 8시 30 집결,08:00,충남,충청남도,금산세계인삼엑스포주차장,,"하프,10km,4km","[21.0975, 10.0, 4.0]","[""하프"", ""10km"", ""4km""]",False,True,True,False,로드,전마협,2026-04-17,2026-08-19,접수중,http://mara1080.com/event/2044eb82-fcdb-4e56-b79b-f3543a6a360d,"2026 금산인삼축제 마라톤대회

▶종  목 : 4km / 10km / Half

▶기념품 : 월드런 반팔티 증정!

▶주  최 : 전국마라톤협회

▶후  원 : 금산군, 금산군의회, 금산군체육회

▶협  찬 : 농협중앙회 금산군지부, 금산농협 협동조합, 금산인삼농협 협동조합

▶협  력 : 금산마라톤클럽, 금산사랑마라톤클럽, 월드런, 전사모 페이싱팀



선착순 3,000명 접수 및 입금자순 마감됩니다.

많은 관심과 참여 바랍니다.

감사합니다.😊",https://marathongo.co.kr/assets/image/race/domestic/2026-geumsan-ginseng-festival-marathon.webp,,,36.098594943023905,127.50432150845857
